# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      41     0.31310     0.54230     0.00000   -0.945186245   -2.055441650   -1.110255405
     1      41     0.31991     0.55409     0.00000   -0.936798482   -2.054082192   -1.117283710
     1      41     0.32671     0.56588     0.00000   -0.931728712   -2.050494442   -1.118765730
     1      41     0.33352     0.57767     0.00000   -0.929991824   -2.048989136   -1.118997312
     1      41     0.33929     0.56772     0.00000   -0.931069684   -2.049915563   -1.118845879
     1      41     0.34505     0.55777     0.00000   -0.933900398   -2.052326546   -1.118426148
     1      41     0.35082     0.54782     0.00000   -0.937971573   -2.055633113   -1.117661540
     1      41     0.35659     0.53787     0.00000   -0.942657294   -2.058699464   -1.116042170
     1      41     0.36236     0.52792     0.00000   -0.947200230   -2.059995450   -1.112795221
     1      41     0.36812     0.51797     0.00000   -0.950554622   -2.057861455   -1.107306834
     1      41     0.37389     0.50802     0.00000   -0.950523225   -2.049304993   -1.098781769
     1      41     0.37966     0.49807     0.00000   -0.937298621   -2.018132409   -1.080833787
     1      41     0.38543     0.48812     0.00000   -0.872497146   -1.907015960   -1.034518814
     1      41     0.39119     0.47817     0.00000   -0.766057486   -1.772915293   -1.006857807
     1      41     0.39696     0.46822     0.00000   -0.653708607   -1.632420138   -0.978711531
     1      41     0.40273     0.45827     0.00000   -0.535107204   -1.501604989   -0.966497785
     1      41     0.40850     0.44832     0.00000   -0.412307122   -1.370618989   -0.958311867
     1      41     0.41426     0.43837     0.00000   -0.287781598   -1.241249538   -0.953467940
     1      41     0.42003     0.42842     0.00000   -0.163672846   -1.117121073   -0.953448227
     1      41     0.42580     0.41847     0.00000   -0.043144655   -1.004526724   -0.961382069
     1      41     0.43157     0.40852     0.00000    0.065581868   -0.966555367   -1.032137235
     1      41     0.43734     0.39857     0.00000    0.126858273   -0.948293685   -1.075151958
     1      41     0.44310     0.38862     0.00000    0.157951375   -0.944200810   -1.102152185
     1      41     0.44887     0.37867     0.00000    0.173448524   -0.939147445   -1.112595969
     1      41     0.45464     0.36872     0.00000    0.181587742   -0.935540801   -1.117128543
     1      41     0.46041     0.35877     0.00000    0.185871731   -0.933509236   -1.119380967
     1      41     0.46617     0.34882     0.00000    0.187979449   -0.932870326   -1.120849775
     1      41     0.47194     0.33887     0.00000    0.188894326   -0.932981849   -1.121876175
     1      41     0.47771     0.32892     0.00000    0.189295720   -0.932670345   -1.121966064
     1      41     0.48348     0.31897     0.00000    0.189696832   -0.930663784   -1.120360616
     1      41     0.48924     0.30902     0.00000    0.190487082   -0.926366841   -1.116853923
     1      41     0.49501     0.29907     0.00000    0.191937039   -0.920167807   -1.112104846
     1      41     0.50078     0.28912     0.00000    0.194190737   -0.921468801   -1.115659538
